Treatments,Time,CD,CA,EL,DP,BU,PV,CDEVO
CA_2,1,0.0,0.053466668,0.0,0.0,0.0,0.0,0.0
CA_2,2,0.0,-0.007266665,0.0,0.0,0.0,0.0,0.0
CA_3,0,0.0,0.21999999999999997,0.0,0.0,0.0,0.0,0.0
CA_3,1,0.0,0.084766676,0.0,0.0,0.0,0.0,0.0
CA_3,2,0.0,-0.006566669,0.0,0.0,0.0,0.0,0.0
CA_3,3,0.0,0.028433335,0.0,0.0,0.0,0.0,0.0
CA_3,4,0.0,0.012033336,0.0,0.0,0.0,0.0,0.0
CA_3,5,0.0,0.00333333,0.0,0.0,0.0,0.0,0.0
CA_3,6,0.0,0.021066668,0.0,0.0,0.0,0.0,0.0
CA_3,7,0.0,0.005366668,0.0,0.0,0.0,0.0,0.0
CA_3,8,0.0,0.01606667,0.0,0.0,0.0,0.0,0.0
CA_3,9,0.0,-0.015900001,0.0,0.0,0.0,0.0,0.0
CA_3,10,0.0,-0.001999997,0.0,0.0,0.0,0.0,0.0
CDEVO_1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.21999999999999997
CDEVO_1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.238566672
CDEVO_1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.075133336
CDEVO_1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.221833323
CDEVO_1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.266133331
CDEVO_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.21999999999999997
CDEVO_2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.218566661
CDEVO_2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.079233331
CDEVO_2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.229033326
CDEVO_2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.325033329
CDEVO_2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.204533324
CDEVO_3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.21999999999999997
CDEVO_3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.235866671
CDEVO_3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.078633336
CDEVO_3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.255233323
CDEVO_3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.267433338
CDEVO_3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.212333336
CDEVO_PV_1,0,0.0,0.0,0.0,0.0,0.0,0.10999999999999999,0.10999999999999999
CDEVO_PV_1,1,0.0,0.0,0.0,0.0,0.0,0.761661258,0.07577209
CDEVO_PV_1,2,0.0,0.0,0.0,0.0,0.0,0.626487337,0.111079315
CDEVO_PV_1,3,0.0,0.0,0.0,0.0,0.0,0.509766356,0.190033673
CDEVO_PV_1,4,0.0,0.0,0.0,0.0,0.0,0.710330739,0.086069272
CDEVO_PV_1,5,0.0,0.0,0.0,0.0,0.0,0.646556459,0.065810211
CDEVO_PV_1,6,0.0,0.0,0.0,0.0,0.0,0.485526205,0.213773808
CDEVO_PV_1,8,0.0,0.0,0.0,0.0,0.0,0.591184733,0.116281944
CDEVO_PV_1,10,0.0,0.0,0.0,0.0,0.0,0.390614235,0.319419127
CDEVO_PV_2,0,0.0,0.0,0.0,0.0,0.0,0.10999999999999999,0.10999999999999999
CDEVO_PV_2,1,0.0,0.0,0.0,0.0,0.0,0.805816907,0.063916437
CDEVO_PV_2,2,0.0,0.0,0.0,0.0,0.0,0.61350099,0.124465669
CDEVO_PV_2,3,0.0,0.0,0.0,0.0,0.0,0.52580565,0.173194366
CDEVO_PV_2,4,0.0,0.0,0.0,0.0,0.0,0.717236928,0.083363064
CDEVO_PV_2,5,0.0,0.0,0.0,0.0,0.0,0.586718744,0.118447924
CDEVO_PV_2,6,0.0,0.0,0.0,0.0,0.0,0.545978466,0.168921514
CDEVO_PV_2,8,0.0,0.0,0.0,0.0,0.0,0.585281317,0.125285338
CDEVO_PV_2,10,0.0,0.0,0.0,0.0,0.0,0.410985747,0.305947568
CDEVO_PV_3,0,0.0,0.0,0.0,0.0,0.0,0.10999999999999999,0.10999999999999999
CDEVO_PV_3,1,0.0,0.0,0.0,0.0,0.0,0.700750335,0.137483027
CDEVO_PV_3,2,0.0,0.0,0.0,0.0,0.0,0.587942844,0.114223835
CDEVO_PV_3,3,0.0,0.0,0.0,0.0,0.0,0.461640293,0.210259696
CDEVO_PV_3,4,0.0,0.0,0.0,0.0,0.0,0.615062783,0.12633722
CDEVO_PV_3,5,0.0,0.0,0.0,0.0,0.0,0.553200197,0.097466487
CDEVO_PV_3,6,0.0,0.0,0.0,0.0,0.0,0.406979922,0.269120056
CDEVO_PV_3,8,0.0,0.0,0.0,0.0,0.0,0.553290553,0.147776135
CDEVO_PV_3,10,0.0,0.0,0.0,0.0,0.0,0.471291143,0.251942204
CD_1,0,0.21999999999999997,0.0,0.0,0.0,0.0,0.0,0.0
CD_1,1,0.238566672,0.0,0.0,0.0,0.0,0.0,0.0
CD_1,2,0.075133336,0.0,0.0,0.0,0.0,0.0,0.0
CD_1,3,0.221833323,0.0,0.0,0.0,0.0,0.0,0.0
CD_1,4,0.266133331,0.0,0.0,0.0,0.0,0.0,0.0
CD_2,0,0.21999999999999997,0.0,0.0,0.0,0.0,0.0,0.0
CD_2,1,0.218566661,0.0,0.0,0.0,0.0,0.0,0.0
CD_2,2,0.079233331,0.0,0.0,0.0,0.0,0.0,0.0
CD_2,3,0.229033326,0.0,0.0,0.0,0.0,0.0,0.0
CD_2,4,0.325033329,0.0,0.0,0.0,0.0,0.0,0.0
CD_2,5,0.204533324,0.0,0.0,0.0,0.0,0.0,0.0
CD_3,0,0.21999999999999997,0.0,0.0,0.0,0.0,0.0,0.0
CD_3,1,0.235866671,0.0,0.0,0.0,0.0,0.0,0.0
CD_3,2,0.078633336,0.0,0.0,0.0,0.0,0.0,0.0
CD_3,3,0.255233323,0.0,0.0,0.0,0.0,0.0,0.0
CD_3,4,0.267433338,0.0,0.0,0.0,0.0,0.0,0.0
CD_3,5,0.212333336,0.0,0.0,0.0,0.0,0.0,0.0
CD_BU_1,0,0.10999999999999999,0.0,0.0,0.0,0.10999999999999999,0.0,0.0
CD_BU_1,1,0.31052838,0.0,0.0,0.0,0.437838279,0.0,0.0
CD_BU_1,2,0.197951892,0.0,0.0,0.0,0.097881425,0.0,0.0
CD_BU_1,3,0.258769169,0.0,0.0,0.0,0.105064174,0.0,0.0
CD_BU_1,4,0.261898497,0.0,0.0,0.0,0.098934842,0.0,0.0
CD_BU_1,5,0.254088569,0.0,0.0,0.0,0.102344748,0.0,0.0
CD_BU_1,6,0.288474468,0.0,0.0,0.0,0.065692206,0.0,0.0
CD_BU_2,0,0.10999999999999999,0.0,0.0,0.0,0.10999999999999999,0.0,0.0
CD_BU_2,1,0.338690786,0.0,0.0,0.0,0.41097591,0.0,0.0
CD_BU_2,2,0.192730137,0.0,0.0,0.0,0.096703191,0.0,0.0
CD_BU_2,3,0.259374721,0.0,0.0,0.0,0.105958603,0.0,0.0
CD_BU_2,4,0.279048903,0.0,0.0,0.0,0.086684415,0.0,0.0
CD_BU_2,5,0.332166123,0.0,0.0,0.0,0.094067213,0.0,0.0
CD_BU_2,6,0.353288356,0.0,0.0,0.0,0.05907832,0.0,0.0
CD_BU_2,7,0.326268485,0.0,0.0,0.0,0.097298177,0.0,0.0
CD_BU_2,8,0.346946732,0.0,0.0,0.0,0.105319917,0.0,0.0
CD_BU_2,9,0.341443278,0.0,0.0,0.0,0.08975669,0.0,0.0
CD_BU_2,10,0.302133189,0.0,0.0,0.0,0.152766837,0.0,0.0
CD_BU_3,0,0.10999999999999999,0.0,0.0,0.0,0.10999999999999999,0.0,0.0
CD_BU_3,1,0.320169086,0.0,0.0,0.0,0.441797565,0.0,0.0
CD_BU_3,2,0.181748276,0.0,0.0,0.0,0.095085047,0.0,0.0
CD_BU_3,3,0.263456609,0.0,0.0,0.0,0.10807673,0.0,0.0
CD_BU_3,4,0.318234852,0.0,0.0,0.0,0.093598486,0.0,0.0
CD_BU_3,5,0.355817321,0.0,0.0,0.0,0.104116004,0.0,0.0
CD_BU_3,6,0.325389253,0.0,0.0,0.0,0.082777411,0.0,0.0
CD_BU_3,7,0.360350183,0.0,0.0,0.0,0.097716482,0.0,0.0
CD_BU_3,8,0.320109175,0.0,0.0,0.0,0.115057497,0.0,0.0
CD_BU_3,9,0.294609151,0.0,0.0,0.0,0.090290853,0.0,0.0
CD_BU_3,10,0.299194673,0.0,0.0,0.0,0.109905323,0.0,0.0
CD_CA_1,0,0.10999999999999999,0.10999999999999999,0.0,0.0,0.0,0.0,0.0
CD_CA_1,1,0.223110036,0.031156618,0.0,0.0,0.0,0.0,0.0
CD_CA_1,2,0.100086078,0.005047259,0.0,0.0,0.0,0.0,0.0
CD_CA_1,3,0.270434721,0.017698607,0.0,0.0,0.0,0.0,0.0
CD_CA_1,4,0.165127469,0.016605864,0.0,0.0,0.0,0.0,0.0
CD_CA_1,5,0.222067244,0.019566097,0.0,0.0,0.0,0.0,0.0
CD_CA_1,6,0.249902219,0.016164439,0.0,0.0,0.0,0.0,0.0
CD_CA_1,7,0.285355068,0.024411605,0.0,0.0,0.0,0.0,0.0
CD_CA_2,0,0.10999999999999999,0.10999999999999999,0.0,0.0,0.0,0.0,0.0
CD_CA_2,1,0.271036259,0.035830422,0.0,0.0,0.0,0.0,0.0
CD_CA_2,2,0.110454946,0.005078388,0.0,0.0,0.0,0.0,0.0
CD_CA_2,3,0.261938019,0.006095312,0.0,0.0,0.0,0.0,0.0
CD_CA_2,4,0.193709975,0.013323354,0.0,0.0,0.0,0.0,0.0
CD_CA_2,5,0.286204527,0.028428798,0.0,0.0,0.0,0.0,0.0
CD_CA_3,0,0.10999999999999999,0.10999999999999999,0.0,0.0,0.0,0.0,0.0
CD_CA_3,1,0.302964457,0.042302218,0.0,0.0,0.0,0.0,0.0
CD_CA_3,2,0.091141614,0.007091711,0.0,0.0,0.0,0.0,0.0
CD_CA_3,3,0.247673061,0.02126027,0.0,0.0,0.0,0.0,0.0
CD_CA_3,4,0.185321299,0.015112037,0.0,0.0,0.0,0.0,0.0
CD_CA_3,5,0.265152135,0.029081202,0.0,0.0,0.0,0.0,0.0
CD_CA_3,6,0.292688631,0.014978046,0.0,0.0,0.0,0.0,0.0
CD_CA_3,7,0.180311686,0.016554968,0.0,0.0,0.0,0.0,0.0
CD_DP_1,0,0.10999999999999999,0.0,0.0,0.10999999999999999,0.0,0.0,0.0
CD_DP_1,1,0.274464886,0.0,0.0,0.155501777,0.0,0.0,0.0
CD_DP_1,2,0.210571864,0.0,0.0,0.074561466,0.0,0.0,0.0
CD_DP_1,3,0.115476435,0.0,0.0,0.060156897,0.0,0.0,0.0
CD_DP_1,4,0.219784873,0.0,0.0,0.126748448,0.0,0.0,0.0
CD_DP_1,5,0.136481838,0.0,0.0,0.141351489,0.0,0.0,0.0
CD_DP_1,6,0.1650593,0.0,0.0,0.086707369,0.0,0.0,0.0
CD_DP_1,7,0.290667468,0.0,0.0,0.13029921,0.0,0.0,0.0
CD_DP_1,8,0.135121036,0.0,0.0,0.071945634,0.0,0.0,0.0
CD_DP_1,9,0.186464645,0.0,0.0,0.097835355,0.0,0.0,0.0
CD_DP_1,10,0.172991775,0.0,0.0,0.050708241,0.0,0.0,0.0
CD_DP_2,0,0.10999999999999999,0.0,0.0,0.10999999999999999,0.0,0.0,0.0
CD_DP_2,1,0.21913332,0.0,0.0,0.21913332,0.0,0.0,0.0
CD_DP_2,2,0.132006903,0.0,0.0,0.036426433,0.0,0.0,0.0
CD_DP_2,3,0.109791307,0.0,0.0,0.100642032,0.0,0.0,0.0
CD_DP_2,4,0.166946494,0.0,0.0,0.112586825,0.0,0.0,0.0
CD_DP_2,5,0.126052268,0.0,0.0,0.157981075,0.0,0.0,0.0
CD_DP_2,6,0.204561646,0.0,0.0,0.114805005,0.0,0.0,0.0
CD_DP_2,7,0.250995208,0.0,0.0,0.106171462,0.0,0.0,0.0
CD_DP_2,8,0.135044011,0.0,0.0,0.134422643,0.0,0.0,0.0
CD_DP_3,0,0.10999999999999999,0.0,0.0,0.10999999999999999,0.0,0.0,0.0
CD_DP_3,1,0.28006658,0.0,0.0,0.154200082,0.0,0.0,0.0
CD_DP_3,2,0.113482172,0.0,0.0,0.033751163,0.0,0.0,0.0
CD_DP_3,3,0.016466276,0.0,0.0,0.174767066,0.0,0.0,0.0
CD_DP_3,4,0.172122711,0.0,0.0,0.130510627,0.0,0.0,0.0
CD_DP_3,5,0.084901324,0.0,0.0,0.160731995,0.0,0.0,0.0
CD_EL_1,0,0.10999999999999999,0.0,0.10999999999999999,0.0,0.0,0.0,0.0
CD_EL_1,1,0.898631383,0.0,0.158335284,0.0,0.0,0.0,0.0
CD_EL_1,2,0.328084416,0.0,0.137748918,0.0,0.0,0.0,0.0
CD_EL_1,3,0.430840951,0.0,0.055592381,0.0,0.0,0.0,0.0
CD_EL_1,4,0.346553345,0.0,0.141279999,0.0,0.0,0.0,0.0
CD_EL_1,5,0.388169574,0.0,0.119163749,0.0,0.0,0.0,0.0
CD_EL_1,6,0.41399148,0.0,0.09957521,0.0,0.0,0.0,0.0
CD_EL_1,7,0.511461322,0.0,0.045505363,0.0,0.0,0.0,0.0
CD_EL_1,8,0.409878102,0.0,0.093788552,0.0,0.0,0.0,0.0
CD_EL_1,9,0.475500003,0.0,0.0317,0.0,0.0,0.0,0.0
CD_EL_1,10,0.500285153,0.0,0.073814864,0.0,0.0,0.0,0.0
CD_EL_2,0,0.10999999999999999,0.0,0.10999999999999999,0.0,0.0,0.0,0.0
CD_EL_2,1,0.417914924,0.0,0.113251754,0.0,0.0,0.0,0.0
CD_EL_2,2,0.362125252,0.0,0.167708093,0.0,0.0,0.0,0.0
CD_EL_2,3,0.393495989,0.0,0.10273736,0.0,0.0,0.0,0.0
CD_EL_2,4,0.350223521,0.0,0.146209819,0.0,0.0,0.0,0.0
CD_EL_2,5,0.349935105,0.0,0.138098235,0.0,0.0,0.0,0.0
CD_EL_2,6,0.473239202,0.0,0.082227468,0.0,0.0,0.0,0.0
CD_EL_2,7,0.567544285,0.0,0.066022355,0.0,0.0,0.0,0.0
CD_EL_2,8,0.42499245,0.0,0.069374211,0.0,0.0,0.0,0.0
CD_EL_2,9,0.51107378,0.0,0.021526205,0.0,0.0,0.0,0.0
CD_EL_2,10,0.432757983,0.0,0.102641991,0.0,0.0,0.0,0.0
CD_EL_3,0,0.10999999999999999,0.0,0.10999999999999999,0.0,0.0,0.0,0.0
CD_EL_3,1,0.741993592,0.0,0.130873103,0.0,0.0,0.0,0.0
CD_EL_3,2,0.350139131,0.0,0.136194207,0.0,0.0,0.0,0.0
CD_EL_3,3,0.393987163,0.0,0.100046178,0.0,0.0,0.0,0.0
CD_EL_3,4,0.374232928,0.0,0.133600396,0.0,0.0,0.0,0.0
CD_EL_3,5,0.318365432,0.0,0.156067915,0.0,0.0,0.0,0.0
CD_EL_3,6,0.412886923,0.0,0.099379731,0.0,0.0,0.0,0.0
CD_PV_1,0,0.10999999999999999,0.0,0.0,0.0,0.0,0.10999999999999999,0.0
CD_PV_1,1,0.471312344,0.0,0.0,0.0,0.0,0.430754309,0.0
CD_PV_1,2,0.377286292,0.0,0.0,0.0,0.0,0.345047048,0.0
CD_PV_1,3,0.342144011,0.0,0.0,0.0,0.0,0.303189343,0.0
CD_PV_1,4,0.345228685,0.0,0.0,0.0,0.0,0.328404675,0.0
CD_PV_1,5,0.306313703,0.0,0.0,0.0,0.0,0.377219653,0.0
CD_PV_1,6,0.532396468,0.0,0.0,0.0,0.0,0.106370196,0.0
CD_PV_1,7,0.283700488,0.0,0.0,0.0,0.0,0.506966174,0.0
CD_PV_1,8,0.295986532,0.0,0.0,0.0,0.0,0.443080143,0.0
CD_PV_1,9,0.505533338,0.0,0.0,0.0,0.0,0.252766669,0.0
CD_PV_1,10,0.225852686,0.0,0.0,0.0,0.0,0.532947344,0.0
CD_PV_2,0,0.10999999999999999,0.0,0.0,0.0,0.0,0.10999999999999999,0.0
CD_PV_2,1,0.589939254,0.0,0.0,0.0,0.0,0.289927411,0.0
CD_PV_2,2,0.411677774,0.0,0.0,0.0,0.0,0.294055553,0.0
CD_PV_2,3,0.33418697,0.0,0.0,0.0,0.0,0.328446335,0.0
CD_PV_2,4,0.352601378,0.0,0.0,0.0,0.0,0.303131931,0.0
CD_PV_2,5,0.408581476,0.0,0.0,0.0,0.0,0.262851839,0.0
CD_PV_2,6,0.512962405,0.0,0.0,0.0,0.0,0.125004245,0.0
CD_PV_2,7,0.302335316,0.0,0.0,0.0,0.0,0.502831368,0.0
CD_PV_2,8,0.326554648,0.0,0.0,0.0,0.0,0.398112022,0.0
CD_PV_2,9,0.236227613,0.0,0.0,0.0,0.0,0.499972362,0.0
CD_PV_2,10,0.230261242,0.0,0.0,0.0,0.0,0.517638767,0.0
CD_PV_3,0,0.10999999999999999,0.0,0.0,0.0,0.0,0.10999999999999999,0.0
CD_PV_3,1,0.561604197,0.0,0.0,0.0,0.0,0.284462461,0.0
CD_PV_3,2,0.383568705,0.0,0.0,0.0,0.0,0.339564647,0.0
CD_PV_3,3,0.371091149,0.0,0.0,0.0,0.0,0.291042192,0.0
CD_PV_3,4,0.382527237,0.0,0.0,0.0,0.0,0.282306093,0.0
CD_PV_3,5,0.436139213,0.0,0.0,0.0,0.0,0.237894116,0.0
CD_PV_3,6,0.587208014,0.0,0.0,0.0,0.0,0.099458671,0.0
CD_PV_3,7,0.309267805,0.0,0.0,0.0,0.0,0.496098852,0.0
CD_PV_3,8,0.305227819,0.0,0.0,0.0,0.0,0.446038854,0.0
CD_PV_3,9,0.264644626,0.0,0.0,0.0,0.0,0.499555346,0.0
CD_PV_3,10,0.293908894,0.0,0.0,0.0,0.0,0.476791084,0.0
DP_1,0,0.0,0.0,0.0,0.21999999999999997,0.0,0.0,0.0
DP_1,1,0.0,0.0,0.0,0.242966657,0.0,0.0,0.0
DP_1,2,0.0,0.0,0.0,0.139433337,0.0,0.0,0.0
DP_1,3,0.0,0.0,0.0,0.14653333,0.0,0.0,0.0
DP_1,4,0.0,0.0,0.0,0.143333338,0.0,0.0,0.0
DP_1,5,0.0,0.0,0.0,0.147033334,0.0,0.0,0.0
DP_1,6,0.0,0.0,0.0,0.149066659,0.0,0.0,0.0
DP_1,7,0.0,0.0,0.0,0.173266672,0.0,0.0,0.0
DP_1,8,0.0,0.0,0.0,0.15716666,0.0,0.0,0.0
DP_1,9,0.0,0.0,0.0,0.116899997,0.0,0.0,0.0
DP_1,10,0.0,0.0,0.0,0.123099998,0.0,0.0,0.0
DP_2,0,0.0,0.0,0.0,0.21999999999999997,0.0,0.0,0.0
DP_2,1,0.0,0.0,0.0,0.242766683,0.0,0.0,0.0
DP_2,2,0.0,0.0,0.0,0.139633325,0.0,0.0,0.0
DP_2,3,0.0,0.0,0.0,0.149233331,0.0,0.0,0.0
DP_2,4,0.0,0.0,0.0,0.144733332,0.0,0.0,0.0
DP_2,5,0.0,0.0,0.0,0.145233333,0.0,0.0,0.0
DP_2,6,0.0,0.0,0.0,0.153166669,0.0,0.0,0.0
DP_2,7,0.0,0.0,0.0,0.175266661,0.0,0.0,0.0
DP_2,8,0.0,0.0,0.0,0.15246667,0.0,0.0,0.0
DP_2,9,0.0,0.0,0.0,0.121899992,0.0,0.0,0.0
DP_2,10,0.0,0.0,0.0,0.125400007,0.0,0.0,0.0
DP_3,0,0.0,0.0,0.0,0.21999999999999997,0.0,0.0,0.0
DP_3,1,0.0,0.0,0.0,0.247266655,0.0,0.0,0.0
DP_3,2,0.0,0.0,0.0,0.146233333,0.0,0.0,0.0
DP_3,3,0.0,0.0,0.0,0.151133334,0.0,0.0,0.0
DP_3,4,0.0,0.0,0.0,0.149233334,0.0,0.0,0.0
DP_3,5,0.0,0.0,0.0,0.145433336,0.0,0.0,0.0
DP_3,6,0.0,0.0,0.0,0.152966666,0.0,0.0,0.0
DP_3,7,0.0,0.0,0.0,0.174166672,0.0,0.0,0.0
DP_3,8,0.0,0.0,0.0,0.157066673,0.0,0.0,0.0
DP_3,9,0.0,0.0,0.0,0.1162,0.0,0.0,0.0
DP_3,10,0.0,0.0,0.0,0.134000003,0.0,0.0,0.0
EL_1,0,0.0,0.0,0.21999999999999997,0.0,0.0,0.0,0.0
EL_1,1,0.0,0.0,0.246466671,0.0,0.0,0.0,0.0
EL_1,2,0.0,0.0,0.155233336,0.0,0.0,0.0,0.0
EL_1,3,0.0,0.0,0.182933336,0.0,0.0,0.0,0.0
EL_1,4,0.0,0.0,0.155333333,0.0,0.0,0.0,0.0
EL_1,5,0.0,0.0,0.148033336,0.0,0.0,0.0,0.0
EL_1,6,0.0,0.0,0.162466663,0.0,0.0,0.0,0.0
EL_1,7,0.0,0.0,0.148766659,0.0,0.0,0.0,0.0
EL_1,8,0.0,0.0,0.156766668,0.0,0.0,0.0,0.0
EL_1,9,0.0,0.0,0.125,0.0,0.0,0.0,0.0
EL_1,10,0.0,0.0,0.141400009,0.0,0.0,0.0,0.0
EL_2,0,0.0,0.0,0.21999999999999997,0.0,0.0,0.0,0.0
EL_2,1,0.0,0.0,0.246966665,0.0,0.0,0.0,0.0
EL_2,2,0.0,0.0,0.149733332,0.0,0.0,0.0,0.0
EL_2,3,0.0,0.0,0.184433331,0.0,0.0,0.0,0.0
EL_2,4,0.0,0.0,0.123933338,0.0,0.0,0.0,0.0
EL_2,5,0.0,0.0,0.144333333,0.0,0.0,0.0,0.0
EL_2,6,0.0,0.0,0.172666656,0.0,0.0,0.0,0.0
EL_2,7,0.0,0.0,0.150766663,0.0,0.0,0.0,0.0
EL_2,8,0.0,0.0,0.153166667,0.0,0.0,0.0,0.0
EL_2,9,0.0,0.0,0.124599993,0.0,0.0,0.0,0.0
EL_2,10,0.0,0.0,0.112900004,0.0,0.0,0.0,0.0
EL_3,0,0.0,0.0,0.21999999999999997,0.0,0.0,0.0,0.0
EL_3,1,0.0,0.0,0.247666662,0.0,0.0,0.0,0.0
EL_3,2,0.0,0.0,0.149133337,0.0,0.0,0.0,0.0
EL_3,3,0.0,0.0,0.178533336,0.0,0.0,0.0,0.0
EL_3,4,0.0,0.0,0.145733334,0.0,0.0,0.0,0.0
EL_3,5,0.0,0.0,0.151933327,0.0,0.0,0.0,0.0
EL_3,6,0.0,0.0,0.162366661,0.0,0.0,0.0,0.0
EL_3,7,0.0,0.0,0.13266667,0.0,0.0,0.0,0.0
EL_3,8,0.0,0.0,0.138266668,0.0,0.0,0.0,0.0
EL_3,9,0.0,0.0,0.132599995,0.0,0.0,0.0,0.0
EL_3,10,0.0,0.0,0.103200004,0.0,0.0,0.0,0.0
PV_1,0,0.0,0.0,0.0,0.0,0.0,0.21999999999999997,0.0
PV_1,1,0.0,0.0,0.0,0.0,0.0,0.820866649,0.0
PV_1,2,0.0,0.0,0.0,0.0,0.0,0.680533317,0.0
PV_1,3,0.0,0.0,0.0,0.0,0.0,0.709733312,0.0
PV_1,4,0.0,0.0,0.0,0.0,0.0,0.65753331,0.0
PV_1,5,0.0,0.0,0.0,0.0,0.0,0.643633351,0.0
PV_1,6,0.0,0.0,0.0,0.0,0.0,0.670366662,0.0
PV_1,7,0.0,0.0,0.0,0.0,0.0,0.720066689,0.0
PV_1,8,0.0,0.0,0.0,0.0,0.0,0.650266662,0.0
PV_1,9,0.0,0.0,0.0,0.0,0.0,0.666000009,0.0
PV_1,10,0.0,0.0,0.0,0.0,0.0,0.68809998,0.0
PV_2,0,0.0,0.0,0.0,0.0,0.0,0.21999999999999997,0.0
PV_2,1,0.0,0.0,0.0,0.0,0.0,0.807166641,0.0
PV_2,2,0.0,0.0,0.0,0.0,0.0,0.684133319,0.0
PV_2,3,0.0,0.0,0.0,0.0,0.0,0.706533318,0.0
PV_2,4,0.0,0.0,0.0,0.0,0.0,0.654233359,0.0
PV_2,5,0.0,0.0,0.0,0.0,0.0,0.652433321,0.0
PV_2,6,0.0,0.0,0.0,0.0,0.0,0.644166666,0.0
PV_2,7,0.0,0.0,0.0,0.0,0.0,0.725566648,0.0
PV_2,8,0.0,0.0,0.0,0.0,0.0,0.656166688,0.0
PV_2,9,0.0,0.0,0.0,0.0,0.0,0.681999981,0.0
PV_2,10,0.0,0.0,0.0,0.0,0.0,0.681400001,0.0
PV_3,0,0.0,0.0,0.0,0.0,0.0,0.21999999999999997,0.0
PV_3,1,0.0,0.0,0.0,0.0,0.0,0.825366681,0.0
PV_3,2,0.0,0.0,0.0,0.0,0.0,0.669333306,0.0
PV_3,3,0.0,0.0,0.0,0.0,0.0,0.688333338,0.0
PV_3,4,0.0,0.0,0.0,0.0,0.0,0.635933362,0.0
PV_3,5,0.0,0.0,0.0,0.0,0.0,0.628433332,0.0
PV_3,6,0.0,0.0,0.0,0.0,0.0,0.632266658,0.0
PV_3,7,0.0,0.0,0.0,0.0,0.0,0.693866692,0.0
